job_title,company_name,company_location,time,job_type,work_location,level,experince_years,job_skills,url
"Construction Project Manager","Intrepid","Doha, Qatar","4 days ago","Full Time","","Experienced","None","Engineering - Construction/Civil/Architecture - IT/Software Development - Project/Program Management - Project Management - Engineering - Construction - Civil Engineering - PMP - Management - Information Technology (IT)","https://wuzzuf.net/jobs/p/g/x19r8D0c8o4I-Construction-Project-Manager-Intrepid-Doha-Qatar"
"Environmental Health & Safety Executive","Jamjoom Pharma","Jeddah, Saudi Arabia","3 days ago","Full Time","","Not specified","Science","R&D/Science - Quality - Engineering - Other - HSE - Engineering - Health &amp; Safety - Quality - SafetyScience - Health","https://wuzzuf.net/jobs/p/g/apRihajzHONj-Environmental-Health-Safety-Executive-Jamjoom-Pharma-Jeddah-Saudi-Arabia"
"Reliability Engineer I","North Oil Company Qatar","Doha, Qatar","4 days ago","Full Time","","Entry Level","Computer Science","IT/Software Development - Engineering - Telecom/Technology - Engineering - Mechanical/Electrical - EngineeringComputer Science - Information Technology (IT) - Java - Python - AWS - Software Engineering","https://wuzzuf.net/jobs/p/g/xSILc9Up1YzX-Reliability-Engineer-I-North-Oil-Company-Qatar-Doha-Qatar"
"Technical Invoicing Specialist","Ericsson","Riyadh, Saudi Arabia","2 days ago","Full Time","","Not specified","Computer Science","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - Information Technology (IT) - Technical SupportComputer Science - Customer Service - Customer Support - Customer Care - Installation","https://wuzzuf.net/jobs/p/g/3kMQkfiFMexh-Technical-Invoicing-Specialist-Ericsson-Riyadh-Saudi-Arabia"
"Junior Sales Engineer DCS","Danfoss","Riyadh, Saudi Arabia","2 days ago","Full Time","","Entry Level","None","Sales/Retail - Engineering - Telecom/Technology - Engineering - Mechanical/Electrical - Sales - Sales Skills - Engineering - Sales Target - Electrical Engineering - Mechanical Engineering - Communication","https://wuzzuf.net/jobs/p/g/qdkbflZzQrzj-Junior-Sales-Engineer-DCS-Danfoss-Riyadh-Saudi-Arabia"
"Medical Representative","Hikma Pharmaceuticals","Kuwait City, Kuwait","8 days ago","Full Time","","Entry Level","Science","Medical/Healthcare - Sales/Retail - Pharmaceutical - Sales - Sales Skills - Medical - Pharmacy - Sales TargetScience - Medical Sales","https://wuzzuf.net/jobs/p/g/mtcHjz9QYoqb-Medical-Representative-Hikma-Pharmaceuticals-Kuwait-City-Kuwait"
"Senior Implementation Specialist - Large Scale Transformation","Boston Consulting Group (BCG)","Riyadh, Saudi Arabia","2 days ago","Full Time","","Experienced","None","Human Resources - Marketing/PR/Advertising - Media/Journalism/Publishing - Marketing - Social Media - Human Resources (HR) - E-marketing - Microsoft Office - Digital Marketing - Media","https://wuzzuf.net/jobs/p/g/FvJuiuHf3Ntu-Senior-Implementation-Specialist---Large-Scale-Transformation-Boston-Consulting-Group-BCG-Riyadh-Saudi-Arabia"
"Senior Implementation Analyst - Large Scale Transformation","Boston Consulting Group (BCG)","Riyadh, Saudi Arabia","2 days ago","Full Time","","Experienced","Computer Science","IT/Software Development - Analyst/Research - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - Analysis - Business Analysis - Accounting - Finance - Engineering","https://wuzzuf.net/jobs/p/g/JCsouorPHhwh-Senior-Implementation-Analyst---Large-Scale-Transformation-Boston-Consulting-Group-BCG-Riyadh-Saudi-Arabia"
"Teacher - Physical Education (Bateen World Academy) AY2024/25","Aldar Education","Dubai, United Arab Emirates","23 hours ago","Full Time","","Entry Level","None","Creative/Design/Art - Education/Teaching - Training/Instructor - Education - Teaching - English - Communication Skills - English Teaching - Teacher - School","https://wuzzuf.net/jobs/p/g/nS48OcDJRA9U-Teacher---Physical-Education-Bateen-World-Academy-AY202425-Aldar-Education-Dubai-United-Arab-Emirates"
"Engineer - ML Ops","Core42","Dubai, United Arab Emirates","3 days ago","Full Time","","Entry Level","Computer Science","IT/Software Development - Engineering - Telecom/Technology - Engineering - Mechanical/Electrical - Engineering - Information Technology (IT)Computer Science - Software Development - Software Engineering - Computer Engineering - Mechanical Engineering","https://wuzzuf.net/jobs/p/g/YWQzPPLFpFNQ-Engineer---ML-Ops-Core42-Dubai-United-Arab-Emirates"
"Retail Associate/Intern","Middlesex University Duba","Dubai, United Arab Emirates","8 days ago","Full Time","","Not specified","None","Accounting/Finance - Customer Service/Support - Sales/Retail - Sales - Sales Skills - Sales Target - Retail Sales - Retail - Customer Service - Customer Support","https://wuzzuf.net/jobs/p/g/SlydHSrn1xnS-Retail-AssociateIntern-Middlesex-University-Duba-Dubai-United-Arab-Emirates"
"AI Engineer, United Arab Emirates - BCG X","Boston Consulting Group (BCG)","Dubai, United Arab Emirates","4 days ago","Full Time","","Entry Level","Computer Science","IT/Software Development - Marketing/PR/Advertising - Sales/Retail - SalesComputer Science - Information Technology (IT) - Sales Skills - Indoor Sales - Marketing - Accounting","https://wuzzuf.net/jobs/p/g/Wjv75nFG47hy-AI-Engineer-United-Arab-Emirates---BCG-X-Boston-Consulting-Group-BCG-Dubai-United-Arab-Emirates"
"Senior Project Manager","Abu Dhabi Islamic Bank","Dubai, United Arab Emirates","2 days ago","Full Time","","Not specified","Computer Science","Engineering - Construction/Civil/Architecture - IT/Software Development - Project/Program Management - Project Management - Engineering - Information Technology (IT) - PMPComputer Science - Management - Civil Engineering","https://wuzzuf.net/jobs/p/g/XcG5JcwJ3snM-Senior-Project-Manager-Abu-Dhabi-Islamic-Bank-Dubai-United-Arab-Emirates"
"Implementation Specialist - Transformation","Boston Consulting Group (BCG)","Riyadh, Saudi Arabia","2 days ago","Full Time","","Entry Level","Computer Science","Customer Service/Support - IT/Software Development - Engineering - Telecom/TechnologyComputer Science - Information Technology (IT) - Software - SQL - Software Implementation - Engineering - Implementation","https://wuzzuf.net/jobs/p/g/XNlKwm5pPPLe-Implementation-Specialist---Transformation-Boston-Consulting-Group-BCG-Riyadh-Saudi-Arabia"
"Senior Full Stack PHP Engineer","Intoude Foundation","Kuwait City, Kuwait","8 days ago","Full Time","","Experienced","Computer Science","Creative/Design/Art - IT/Software Development - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - Software Development - javaScript - CSS - HTML - PHP","https://wuzzuf.net/jobs/p/g/jFmxFhR7fOPy-Senior-Full-Stack-PHP-Engineer-Intoude-Foundation-Kuwait-City-Kuwait"
"Head of IT (Director)","Halian","Dubai, United Arab Emirates","5 days ago","Full Time","","Manager","Computer Science","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - Engineering - CCNA - Computer Engineering - Computer Hardware - Software","https://wuzzuf.net/jobs/p/g/Ju4ho1OcGYLJ-Head-of-IT-Director-Halian-Dubai-United-Arab-Emirates"
"Sales Engineer","Raqtan","Riyadh, Saudi Arabia","3 days ago","Full Time","","Entry Level","None","Sales/Retail - Engineering - Telecom/Technology - Engineering - Mechanical/Electrical - Sales - Sales Skills - Engineering - Sales Target - Mechanical Engineering - Electrical Engineering - Customer Service","https://wuzzuf.net/jobs/p/g/Rtqbhrh8AxAv-Sales-Engineer-Raqtan-Riyadh-Saudi-Arabia"
"Junior Mobile Apps Product Manager","GreenTomatoMedia","Doha, Qatar","9 days ago","Full Time","","Experienced","Computer Science","IT/Software Development - Marketing/PR/Advertising - Project/Program ManagementComputer Science - Product Management - Business - Project Management - Analytical - Information Technology (IT) - Marketing","https://wuzzuf.net/jobs/p/g/rDp3AMLJnJrK-Junior-Mobile-Apps-Product-Manager-GreenTomatoMedia-Doha-Qatar"
"Consultant / Senior Consultant - Financial Services Risk and Regulatory Advisory","Grant Thornton","Abu Dhabi, United Arab Emirates","5 days ago","Full Time","","Not specified","Computer Science","IT/Software Development - Sales/Retail - Engineering - Telecom/Technology - Sales - Sales Skills - Real Estate - Sales Target - Customer Service - Information Technology (IT)Computer Science","https://wuzzuf.net/jobs/p/g/tJXIjATnWbIo-Consultant-Senior-Consultant---Financial-Services-Risk-and-Regulatory-Advisory-Grant-Thornton-Abu-Dhabi-United-Arab-Emirates"
"Chief Product Officer - Leading Tech Co.","Right Calibre Consulting","Dubai, United Arab Emirates","5 days ago","Full Time","","Senior Management","None","Accounting/Finance - Operations/Management - C-Level Executive/GM/Director - Finance - Accounting - Financial Management - Financial Analysis - Management - MBA - Microsoft Office","https://wuzzuf.net/jobs/p/g/uVnsamaAsD1O-Chief-Product-Officer---Leading-Tech-Co-Right-Calibre-Consulting-Dubai-United-Arab-Emirates"
"Teacher - Mathematics (Bateen World Academy) AY2024/25","Aldar Education","Dubai, United Arab Emirates","23 hours ago","Full Time","","Entry Level","None","Creative/Design/Art - Education/Teaching - Training/Instructor - Education - Teaching - English - Communication Skills - English Teaching - Teacher - School","https://wuzzuf.net/jobs/p/g/KrRppq7Y18H2-Teacher---Mathematics-Bateen-World-Academy-AY202425-Aldar-Education-Dubai-United-Arab-Emirates"
"Consultant - Experienced, Full-Time, Doha","Boston Consulting Group (BCG)","Doha, Qatar","4 days ago","Full Time","","Experienced","None","IT/Software Development - Sales/Retail - Engineering - Telecom/Technology - Sales - Sales Skills - Real Estate - Sales Target - Customer Service - Information Technology (IT) - Customer Support","https://wuzzuf.net/jobs/p/g/ddJ6hfPRm9LG-Consultant---Experienced-Full-Time-Doha-Boston-Consulting-Group-BCG-Doha-Qatar"
"Solution Consultant","Seclore","Riyadh, Saudi Arabia","4 days ago","Full Time","","Not specified","Computer Science","IT/Software Development - Sales/Retail - Engineering - Telecom/Technology - Information Technology (IT) - SalesComputer Science - ERP - Sales Skills - Engineering - Banking","https://wuzzuf.net/jobs/p/g/2gzc9LcyozbJ-Solution-Consultant-Seclore-Riyadh-Saudi-Arabia"
"PHP Web Developer (WordPress)","Intoude Foundation","Kuwait City, Kuwait","8 days ago","Full Time","","Entry Level","Computer Science","Creative/Design/Art - IT/Software Development - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - PHP - Software Development - Web Development - javaScript - CSS","https://wuzzuf.net/jobs/p/g/EGXgMETADZ9I-PHP-Web-Developer-WordPress-Intoude-Foundation-Kuwait-City-Kuwait"
"Senior Contract Manager","Hitachi Energy Ltd.","Riyadh, Saudi Arabia","4 days ago","Full Time","","Not specified","None","IT/Software Development - Project/Program Management - Sales/Retail - Sales - Sales Skills - Customer Service - Project Management - Engineering - Information Technology (IT) - Marketing","https://wuzzuf.net/jobs/p/g/RwUQMy96Sxbc-Senior-Contract-Manager-Hitachi-Energy-Ltd-Riyadh-Saudi-Arabia"
"Logistics Information System (LIS) Operator I (Maintenance)","Amentum","Kuwait City, Kuwait","3 days ago","Full Time","","Entry Level","Computer Science","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - ERP - Engineering - Software Engineering - Information Systems - Software","https://wuzzuf.net/jobs/p/g/XzEg6ST8ZqHK-Logistics-Information-System-LIS-Operator-I-Maintenance-Amentum-Kuwait-City-Kuwait"
"Product Development Manager - AdTech","TradeTracker.com","Dubai, United Arab Emirates","2 days ago","Full Time","","Experienced","None","Business Development - Marketing/PR/Advertising - Sales/Retail - Business Development - Sales - Sales Skills - Marketing - Product Management - Information Technology (IT) - Sales Target","https://wuzzuf.net/jobs/p/g/E2sJKheThdpf-Product-Development-Manager---AdTech-TradeTracker-com-Dubai-United-Arab-Emirates"
"B1.3 Licensed Engineer (AS365N3+)","Gama Aviation","Kuwait City, Kuwait","4 days ago","Full Time","","Entry Level","computer science","IT/Software Development - Engineering - Telecom/Technology - Engineering - Mechanical/Electrical - engineering - information technology (it)computer science - sales - maintenance - management - communication","https://wuzzuf.net/jobs/p/g/PEmqQmieHc8l-B13-Licensed-Engineer-AS365N3-Gama-Aviation-Kuwait-City-Kuwait"
"Generative AI Specialist, Blackbelt, Google Cloud (English, Arabic)","Google Cloud - Minnesota","Riyadh, Saudi Arabia","5 days ago","Full Time","","Experienced","computer science","IT/Software Development - Engineering - Telecom/Technology - Engineering - Mechanical/Electrical - linux - information technology (it) - java - mongodb - softwarecomputer science - sales","https://wuzzuf.net/jobs/p/g/Qrw8lWz2fuVR-Generative-AI-Specialist-Blackbelt-Google-Cloud-English-Arabic-Google-Cloud---Minnesota-Riyadh-Saudi-Arabia"
"Junior Environmental Specialist/Engineer","ASSYSTEM","Riyadh, Saudi Arabia","8 days ago","Full Time","","Not specified","computer science","IT/Software Development - Quality - Engineering - Telecom/Technology - engineeringcomputer science - information technology (it) - computer engineeringscience - project management - quality","https://wuzzuf.net/jobs/p/g/or3rt1kzQqnK-Junior-Environmental-SpecialistEngineer-ASSYSTEM-Riyadh-Saudi-Arabia"
"Lead Fire Engineer (Tunnels)","Jensen Hughes","Dubai, United Arab Emirates","3 days ago","Full Time","","Experienced","Computer Science","IT/Software Development - Engineering - Telecom/Technology - Engineering - Mechanical/Electrical - EngineeringComputer Science - Information Technology (IT) - Mechanical Engineering - Electrical Engineering - Software Development - Software Engineering","https://wuzzuf.net/jobs/p/g/5eTtGUbQqq8l-Lead-Fire-Engineer-Tunnels-Jensen-Hughes-Dubai-United-Arab-Emirates"
"ADMS System Engineer","GE Vernova","Makkah, Saudi Arabia","7 days ago","Full Time","","Entry Level","Computer Science","Installation/Maintenance/Repair - IT/Software Development - Engineering - Telecom/Technology - Information Technology (IT)Computer Science - Engineering - Computer Engineering - Installation - Linux - Maintenance","https://wuzzuf.net/jobs/p/g/ydiReNosajg9-ADMS-System-Engineer-GE-Vernova-Makkah-Saudi-Arabia"
"Chief Technology Officer","Entangle","Dubai, United Arab Emirates","8 days ago","Freelance / Project","","Senior Management","None","Accounting/Finance - Operations/Management - C-Level Executive/GM/Director - Finance - Accounting - Financial Management - Financial Analysis - Management - MBA - Information Technology (IT)","https://wuzzuf.net/jobs/p/g/YES63sk3RrM0-Chief-Technology-Officer-Entangle-Dubai-United-Arab-Emirates"
